customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0754-UKWQP,Male,0,No,No,2,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.85,197.7,Yes
7493-TPUWZ,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",79.15,79.15,Yes
8752-STIVR,Female,0,No,No,4,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",79,303.15,Yes
8884-ADFVN,Male,1,Yes,No,7,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",101.95,700.85,Yes
2720-WGKHP,Male,1,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94,181.7,Yes
9894-EZEWG,Female,0,No,No,1,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",74.3,74.3,Yes
0940-OUQEC,Male,0,No,No,10,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",80.7,788.8,Yes
0702-PGIBZ,Male,0,No,Yes,4,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",101.7,364.55,Yes
3551-HUAZH,Male,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.4,74.4,Yes
8413-VONUO,Male,0,No,No,2,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,No,"Electronic check",95.65,167.3,Yes
9223-UCPVT,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Electronic check",94.4,94.4,Yes
5419-JPRRN,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",101.45,101.45,Yes
0742-NXBGR,Female,0,No,No,1,Yes,No,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",82.3,82.3,Yes
6110-OHIHY,Male,0,No,No,3,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,No,"Electronic check",79.25,267.6,Yes
0220-EBGCE,Male,0,No,No,2,Yes,No,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",85.85,167.3,Yes
2754-VDLTR,Male,0,No,Yes,10,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,No,"Electronic check",95.2,930.4,Yes
7235-NXZCP,Male,1,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",74.85,156.4,Yes
5712-PTIWW,Male,0,No,No,2,Yes,No,"Fiber optic",No,No,Yes,Yes,No,No,Month-to-month,Yes,"Electronic check",79.85,152.45,Yes
1518-VOWAV,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",74.65,703.55,Yes
9317-WZPGV,Female,1,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",79.75,159.4,Yes
1031-IIDEO,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.85,70.85,Yes
9210-IAHGH,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",70.75,450.8,Yes
6457-USBER,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",80.8,80.8,Yes
9248-OJYKK,Male,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",76.45,76.45,Yes
3319-DWOEP,Male,1,Yes,No,6,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.75,573.75,Yes
4415-IJZTP,Female,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.5,74.5,Yes
1465-VINDH,Female,0,Yes,Yes,10,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",102.1,1068.85,Yes
1925-TIBLE,Female,0,Yes,No,7,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",86.5,582.5,Yes
0872-NXJYS,Female,0,No,No,9,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",79.55,723.4,Yes
1389-CXMLU,Male,1,No,No,3,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,No,"Electronic check",91.05,289.1,Yes
5561-NWEVX,Female,1,Yes,No,2,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Electronic check",79.2,172.85,Yes
9850-OWRHQ,Female,0,Yes,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",74.1,228,Yes
8676-TRMJS,Male,0,No,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",75,209.1,Yes
0685-MLYYM,Female,1,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.75,154.85,Yes
6230-BSUXY,Female,1,No,No,1,Yes,No,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",85,85,Yes
9274-CNFMO,Male,1,Yes,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",74.95,308.7,Yes
2446-PLQVO,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.3,70.3,Yes
9451-LPGOO,Male,0,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",86.8,620.35,Yes
5868-YWPDW,Male,1,Yes,No,6,Yes,No,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",84.2,519.15,Yes
4078-SAYYN,Female,0,No,No,11,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.75,1129.75,Yes
9940-HPQPG,Female,0,Yes,No,9,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,No,Month-to-month,No,"Bank transfer (automatic)",91.75,865.8,Yes
6618-RYATB,Female,0,No,No,1,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Mailed check",79.55,79.55,Yes
1273-MTETI,Female,1,No,No,4,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",88.85,372.45,Yes
0295-PPHDO,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.45,95.45,Yes
2990-HWIML,Female,0,No,No,6,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.5,573.3,Yes
7234-FECYN,Female,1,No,No,8,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Electronic check",101.35,780.5,Yes
1400-MMYXY,Male,1,Yes,No,3,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",105.9,334.65,Yes
5570-PTWEH,Female,0,Yes,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",75.15,216.75,Yes
7693-LCKZL,Male,0,Yes,Yes,5,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",80.15,385,Yes
8083-YTZES,Male,0,No,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.35,265.35,Yes
3585-ISXZP,Female,0,No,No,8,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,No,"Bank transfer (automatic)",95.65,778.1,Yes
1980-KXVPM,Female,1,No,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",75.05,256.25,Yes
0723-DRCLG,Female,1,Yes,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.45,74.45,Yes
1122-JWTJW,Male,0,Yes,Yes,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",70.65,70.65,Yes
6894-LFHLY,Male,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.75,75.75,Yes
8361-LTMKD,Male,1,Yes,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",74.4,306.6,Yes
